"id","especie","ultima_modificacion","altura","circ_tronco_cm","diametro_tronco","long","lat","seccion","nombre_seccion","area_seccion","inclinacion_peligrosa","prediction_prob","prediction_class"
44297,"Fresno europeo","20/10/2011 16:35","Bajo (2 - 4 mts)",36,"Mediano",-68.8357058805,-32.8809520296,1,"Parque Central",1655357.93265,0,0.0553669412620366,0
44305,"Fresno europeo","12/10/2011 18:13","Alto (> 8 mts)",140,"Grande",-68.8364838523,-32.8810022753,1,"Parque Central",1655357.93265,0,0.989988790825009,1
44307,"Fresno europeo","12/10/2011 18:09","Bajo (2 - 4 mts)",30,"Mediano",-68.8363575849,-32.8810128862,1,"Parque Central",1655357.93265,0,0.680737802293152,1
44311,"Fresno europeo","12/10/2011 17:31","Alto (> 8 mts)",140,"Grande",-68.8357027022,-32.8810564225,1,"Parque Central",1655357.93265,0,0.776476189028472,1
44322,"Pltano","12/10/2011 16:40","Alto (> 8 mts)",190,"Grande",-68.8353121233,-32.8822670569,3,"Parque O'Higgins",1531146.02653,0,0.899858439806849,1
44340,"Pltano","18/10/2011 11:27","Alto (> 8 mts)",190,"Grande",-68.835362316,-32.8830652453,3,"Parque O'Higgins",1531146.02653,0,0.533257827162743,1
44350,"Pltano","17/10/2011 13:28","Alto (> 8 mts)",200,"Grande",-68.8363341195,-32.8835308165,3,"Parque O'Higgins",1531146.02653,1,0.65248838881962,1
44351,"Pltano","17/10/2011 13:26","Alto (> 8 mts)",170,"Grande",-68.8364028982,-32.8835271176,3,"Parque O'Higgins",1531146.02653,0,0.668694743653759,1
44363,"Morera","17/10/2011 12:52","Alto (> 8 mts)",130,"Grande",-68.8365697263,-32.8823614258,1,"Parque Central",1655357.93265,0,0.329778842860833,0
44364,"Acacia SP","17/10/2011 12:50","Alto (> 8 mts)",168,"Grande",-68.8364421842,-32.8823732678,1,"Parque Central",1655357.93265,1,0.82935471017845,1
44365,"Fresno europeo","17/10/2011 12:49","Alto (> 8 mts)",190,"Grande",-68.8363245285,-32.882377873,1,"Parque Central",1655357.93265,1,0.636886050458997,1
44376,"Paraiso","19/10/2011 09:35","Medio (4 - 8 mts)",90,"Grande",-68.8368041782,-32.8853394769,3,"Parque O'Higgins",1531146.02653,0,0.064881507307291,0
44378,"Fresno europeo","19/10/2011 09:32","Alto (> 8 mts)",175,"Grande",-68.8367985746,-32.885193464,3,"Parque O'Higgins",1531146.02653,0,0.369130366016179,0
44388,"Pltano","19/10/2011 09:14","Alto (> 8 mts)",140,"Grande",-68.8370615372,-32.8846829595,3,"Parque O'Higgins",1531146.02653,0,0.917476332047954,1
44389,"Pltano","18/10/2011 11:41","Alto (> 8 mts)",190,"Grande",-68.8371435982,-32.8846785967,3,"Parque O'Higgins",1531146.02653,0,0.129860296845436,0
44398,"Pltano","18/10/2011 11:24","Alto (> 8 mts)",245,"Grande",-68.8378771122,-32.8851153375,3,"Parque O'Higgins",1531146.02653,0,0.80386723484844,1
44411,"Fresno europeo","18/10/2011 11:05","Bajo (2 - 4 mts)",33,"Mediano",-68.8373941979,-32.8858664513,3,"Parque O'Higgins",1531146.02653,0,0.739612354431301,1
44420,"Fresno europeo","18/10/2011 10:54","Medio (4 - 8 mts)",126,"Grande",-68.8367557022,-32.8843293165,3,"Parque O'Higgins",1531146.02653,0,0.76739092124626,1
44438,"Pltano","18/10/2011 10:23","Alto (> 8 mts)",270,"Grande",-68.8373533492,-32.8836571622,3,"Parque O'Higgins",1531146.02653,0,0.0341099589131773,0
44452,"Pltano","18/10/2011 09:57","Alto (> 8 mts)",280,"Grande",-68.8369343318,-32.8845902287,3,"Parque O'Higgins",1531146.02653,0,0.898452452383935,1
44487,"Pltano","17/10/2011 10:46","Alto (> 8 mts)",190,"Grande",-68.835514613,-32.884662394,3,"Parque O'Higgins",1531146.02653,0,0.0488334067631513,0
44488,"Pltano","17/10/2011 10:44","Alto (> 8 mts)",220,"Grande",-68.8354409492,-32.8846153929,3,"Parque O'Higgins",1531146.02653,0,0.907856406643987,1
44496,"Pltano","17/10/2011 09:07","Alto (> 8 mts)",110,"Grande",-68.8354092175,-32.8840256652,3,"Parque O'Higgins",1531146.02653,0,0.477515498176217,0
44500,"Pltano","17/10/2011 09:00","Alto (> 8 mts)",200,"Grande",-68.8353996874,-32.8836891411,3,"Parque O'Higgins",1531146.02653,0,0.882816887227818,1
44505,"Fresno americano","18/10/2011 10:21","Medio (4 - 8 mts)",182,"Grande",-68.8362783477,-32.8859049522,3,"Parque O'Higgins",1531146.02653,0,0.0213465678971261,0
44509,"Fresno europeo","18/10/2011 10:16","Alto (> 8 mts)",120,"Grande",-68.8359133455,-32.8859160939,3,"Parque O'Higgins",1531146.02653,0,0.648586159572005,1
44518,"Pltano","18/10/2011 10:04","Alto (> 8 mts)",280,"Grande",-68.8354820431,-32.8855798292,3,"Parque O'Higgins",1531146.02653,1,0.293501516804099,0
44526,"Pltano","17/10/2011 12:16","Alto (> 8 mts)",195,"Grande",-68.8354469673,-32.8849366945,3,"Parque O'Higgins",1531146.02653,1,0.152923959074542,0
44550,"Fresno europeo","17/10/2011 11:36","Medio (4 - 8 mts)",130,"Grande",-68.8366891161,-32.8854992653,3,"Parque O'Higgins",1531146.02653,0,0.424261597450823,0
44561,"Morera","20/10/2011 09:10","Muy bajo (1 - 2 mts)",6,"Chico",-68.8341204273,-32.8853973298,3,"Parque O'Higgins",1531146.02653,0,0.982342516537756,1
44563,"Morera","20/10/2011 09:08","Alto (> 8 mts)",180,"Grande",-68.8341159885,-32.8852438938,3,"Parque O'Higgins",1531146.02653,0,0.0110169085673988,0
44569,"Pltano","20/10/2011 08:57","Alto (> 8 mts)",300,"Grande",-68.8341234714,-32.8848532528,3,"Parque O'Higgins",1531146.02653,0,0.0258926388341933,0
44588,"Pltano","19/10/2011 13:24","Alto (> 8 mts)",135,"Grande",-68.835346697,-32.8852235476,3,"Parque O'Higgins",1531146.02653,0,0.235737791983411,0
44592,"Pltano","19/10/2011 13:15","Alto (> 8 mts)",180,"Grande",-68.8353673398,-32.8856943717,3,"Parque O'Higgins",1531146.02653,0,0.216788284480572,0
44594,"Pltano","19/10/2011 13:13","Alto (> 8 mts)",190,"Grande",-68.8353731562,-32.885900957,3,"Parque O'Higgins",1531146.02653,0,0.507153182523325,1
44611,"Fresno europeo","26/08/2011 09:23","Alto (> 8 mts)",140,"Grande",-68.8226695165,-32.8669638252,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.280558769591153,0
44615,"Morera","26/08/2011 07:59","Alto (> 8 mts)",150,"Grande",-68.8228873783,-32.8672179401,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.513287503505126,1
44618,"Paraiso","26/08/2011 07:52","Medio (4 - 8 mts)",120,"Grande",-68.8231166249,-32.8672108805,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.80908479471691,1
44624,"Morera","25/08/2011 13:31","Alto (> 8 mts)",128,"Grande",-68.8240441893,-32.8671369872,4,"Cuarta Este Área Fundacional",1822015.85685,1,0.00825978023931384,0
44629,"Fresno europeo","25/08/2011 13:20","Medio (4 - 8 mts)",128,"Grande",-68.824009516,-32.8668404613,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.150652943179011,0
44632,"Fresno europeo","25/08/2011 13:11","Alto (> 8 mts)",120,"Grande",-68.8239896348,-32.8666281744,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.0101168912369758,0
44647,"Morera","25/08/2011 12:40","Alto (> 8 mts)",170,"Grande",-68.822970259,-32.8665561334,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.354159030597657,0
44653,"Morera","19/08/2011 11:25","Alto (> 8 mts)",110,"Grande",-68.8227926538,-32.8678634354,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.934335508616641,1
44657,"Fresno europeo","19/08/2011 11:19","Alto (> 8 mts)",195,"Grande",-68.8227590804,-32.8675992815,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.790240096161142,1
44658,"Fresno europeo","19/08/2011 11:17","Alto (> 8 mts)",170,"Grande",-68.8227487492,-32.867544103,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.157650348031893,0
44661,"Morera","19/08/2011 10:31","Medio (4 - 8 mts)",130,"Grande",-68.8240706346,-32.867866946,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.0404239755589515,0
44685,"Morera","19/08/2011 10:12","Bajo (2 - 4 mts)",16,"Chico",-68.8239289814,-32.8672871502,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.133007200434804,0
44697,"Paraiso","19/08/2011 09:52","Medio (4 - 8 mts)",28,"Mediano",-68.8232016038,-32.8673086442,4,"Cuarta Este Área Fundacional",1822015.85685,1,0.876925375312567,1
44698,"Paraiso","19/08/2011 09:50","Medio (4 - 8 mts)",60,"Mediano",-68.8231579652,-32.8673155111,4,"Cuarta Este Área Fundacional",1822015.85685,1,0.806036692811176,1
44709,"Fresno europeo","24/08/2011 09:38","Alto (> 8 mts)",155,"Grande",-68.8228236094,-32.8681524668,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.444421264342964,0
44710,"Fresno europeo","24/08/2011 09:35","Alto (> 8 mts)",170,"Grande",-68.8228225176,-32.8681104463,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.121205098228529,0
44722,"Morera","26/08/2011 13:25","Alto (> 8 mts)",180,"Grande",-68.8238132166,-32.8680056665,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.255610143300146,0
44744,"Morera","23/08/2011 13:07","Alto (> 8 mts)",160,"Grande",-68.8235646498,-32.8686565685,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.290906900539994,0
44762,"Morera","24/08/2011 09:42","Alto (> 8 mts)",189,"Grande",-68.8237770516,-32.8687698501,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.504105428466573,1
44763,"Morera","24/08/2011 09:41","Medio (4 - 8 mts)",36,"Mediano",-68.8236872973,-32.8687711664,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.574382031336427,1
44774,"Fresno europeo","23/08/2011 13:53","Alto (> 8 mts)",152,"Grande",-68.8229274669,-32.8688629172,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.579209988005459,1
44780,"Fresno europeo","23/08/2011 12:14","Medio (4 - 8 mts)",55,"Mediano",-68.8242298432,-32.8694335931,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.441141524817795,0
44791,"Fresno europeo","23/08/2011 11:21","Muy bajo (1 - 2 mts)",3,"Chico",-68.8230631589,-32.8694385307,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.893421717453748,1
44795,"Fresno europeo","23/08/2011 09:31","Alto (> 8 mts)",175,"Grande",-68.824263431,-32.8691979374,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.748378125950694,1
44800,"Morera","26/08/2011 10:56","Alto (> 8 mts)",165,"Grande",-68.8240404182,-32.8701284427,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.980171315604821,1
44802,"Morera","26/08/2011 10:51","Alto (> 8 mts)",220,"Grande",-68.8237220044,-32.870130429,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.809015329927206,1
44805,"Morera","26/08/2011 10:43","Alto (> 8 mts)",195,"Grande",-68.8233697482,-32.8701351674,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.187667816877365,0
44809,"Fresno europeo","26/08/2011 10:35","Medio (4 - 8 mts)",180,"Grande",-68.8230768024,-32.8700470132,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.851691173156723,1
44818,"Morera","26/08/2011 10:24","Alto (> 8 mts)",100,"Grande",-68.8232091816,-32.8695656957,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.978322174400091,1
44819,"Morera","26/08/2011 10:22","Alto (> 8 mts)",140,"Grande",-68.8234239516,-32.8695632038,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.155145424650982,0
44821,"Morera","26/08/2011 10:19","Alto (> 8 mts)",168,"Grande",-68.8239218857,-32.8695524541,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.0245210235007107,0
44827,"Morera","24/08/2011 11:44","Medio (4 - 8 mts)",53,"Mediano",-68.824329822,-32.8698503126,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.607305707642809,1
44831,"Morera","23/08/2011 09:30","Alto (> 8 mts)",180,"Grande",-68.8252901978,-32.867093739,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.360229916172102,0
44834,"Morera","23/08/2011 09:27","Alto (> 8 mts)",90,"Grande",-68.8249705868,-32.8671124081,4,"Cuarta Este Área Fundacional",1822015.85685,1,0.11508350702934,0
44840,"Olmo comun","23/08/2011 08:59","Medio (4 - 8 mts)",40,"Mediano",-68.8244225608,-32.8671364224,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.0163035111036152,0
44845,"Fresno europeo","23/08/2011 08:47","Alto (> 8 mts)",130,"Grande",-68.8241620783,-32.8669550107,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.334359396016225,0
44853,"Morera","19/08/2011 13:37","Alto (> 8 mts)",145,"Grande",-68.8243670743,-32.8665416012,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.145820475416258,0
44854,"Morera","19/08/2011 13:34","Alto (> 8 mts)",130,"Grande",-68.8244716797,-32.8665393134,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.39127199864015,0
44866,"Morera","19/08/2011 09:48","Alto (> 8 mts)",130,"Grande",-68.82537166,-32.8669066555,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.617943661985919,1
44867,"Morera","19/08/2011 09:46","Alto (> 8 mts)",135,"Grande",-68.8253790146,-32.8669702407,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.596697518136352,1
44877,"Morera","23/08/2011 10:35","Medio (4 - 8 mts)",269,"Grande",-68.8245835488,-32.867840345,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.799033074174076,1
44880,"Morera","23/08/2011 10:29","Medio (4 - 8 mts)",140,"Grande",-68.8243302003,-32.8678485691,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.574379005236551,1
44882,"Fresno europeo","23/08/2011 10:27","Medio (4 - 8 mts)",108,"Grande",-68.8242492069,-32.8677422222,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.249585800338537,0
44900,"Morera","23/08/2011 09:46","Medio (4 - 8 mts)",100,"Grande",-68.8251060991,-32.8672047508,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.5830265393015,1
44903,"Morera","23/08/2011 13:35","Alto (> 8 mts)",147,"Grande",-68.8254083936,-32.8672445771,4,"Cuarta Este Área Fundacional",1822015.85685,1,0.563878343440592,1
44940,"Morera","23/08/2011 10:06","Medio (4 - 8 mts)",122,"Grande",-68.8244226224,-32.868661743,4,"Cuarta Este Área Fundacional",1822015.85685,1,0.0988273834809661,0
44949,"Morera","23/08/2011 09:50","Medio (4 - 8 mts)",95,"Grande",-68.8244954838,-32.8679641215,4,"Cuarta Este Área Fundacional",1822015.85685,1,0.664360414259136,1
44954,"Fresno europeo","26/08/2011 12:12","Medio (4 - 8 mts)",72,"Grande",-68.8252967678,-32.868750167,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.298078380757943,0
44971,"Morera","29/08/2011 11:38","Medio (4 - 8 mts)",220,"Grande",-68.8247306868,-32.8694305952,4,"Cuarta Este Área Fundacional",1822015.85685,1,0.735785172553733,1
44972,"Morera","29/08/2011 09:36","Medio (4 - 8 mts)",205,"Grande",-68.824683953,-32.869430894,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.825829254230484,1
44997,"Fresno europeo","31/08/2011 11:41","Medio (4 - 8 mts)",120,"Grande",-68.8244681055,-32.8697825289,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.284441883210093,0
44999,"Prunas","31/08/2011 11:50","Muy bajo (1 - 2 mts)",16,"Chico",-68.8244479991,-32.8695871216,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.250289385439828,0
45026,"Morera","29/08/2011 09:27","Alto (> 8 mts)",185,"Grande",-68.8255343003,-32.8701070009,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.047785623697564,0
45028,"Morera","29/08/2011 09:25","Alto (> 8 mts)",120,"Grande",-68.8253906825,-32.8701097103,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.509636367671192,1
45032,"Morera","29/08/2011 09:15","Alto (> 8 mts)",140,"Grande",-68.8250800852,-32.8701147523,4,"Cuarta Este Área Fundacional",1822015.85685,1,0.636133085936308,1
45042,"Morera","01/09/2011 08:09","Alto (> 8 mts)",122,"Grande",-68.8221254191,-32.8702617099,4,"Cuarta Este Área Fundacional",1822015.85685,1,0.639779275516048,1
45045,"Morera","01/09/2011 08:02","Alto (> 8 mts)",155,"Grande",-68.8223134838,-32.870256567,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.108437116025016,0
45046,"Morera","01/09/2011 07:59","Alto (> 8 mts)",165,"Grande",-68.8223893496,-32.8702550517,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.0929875504225492,0
45050,"Morera","01/09/2011 07:51","Alto (> 8 mts)",180,"Grande",-68.8228055686,-32.8702421237,4,"Cuarta Este Área Fundacional",1822015.85685,1,0.226021601352841,0
45062,"Fresno europeo","31/08/2011 12:31","Alto (> 8 mts)",130,"Grande",-68.822942073,-32.8711724972,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.559320849832147,1
45066,"Paraiso","31/08/2011 12:23","Alto (> 8 mts)",145,"Grande",-68.8225776953,-32.8711818094,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.461034645559266,0
45070,"Fresno europeo","31/08/2011 12:12","Alto (> 8 mts)",168,"Grande",-68.8220605121,-32.8711959528,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.580718521494418,1
45074,"Morera","31/08/2011 12:05","Medio (4 - 8 mts)",130,"Grande",-68.821929232,-32.8710279148,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.871422745054588,1
45090,"Fresno europeo","01/09/2011 10:14","Alto (> 8 mts)",180,"Grande",-68.8250203779,-32.8711375505,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.304563828976825,0
45103,"Morera","01/09/2011 09:23","Alto (> 8 mts)",156,"Grande",-68.824657308,-32.8702171069,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.918993077939376,1
45108,"Morera","31/08/2011 16:05","Alto (> 8 mts)",170,"Grande",-68.8252919317,-32.8702088453,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.3143420512788,0
45115,"Morera","31/08/2011 15:53","Alto (> 8 mts)",160,"Grande",-68.8257481835,-32.8705115284,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.813122174702585,1
45116,"Paraiso sombrilla","31/08/2011 15:51","Alto (> 8 mts)",160,"Grande",-68.8257565021,-32.8706287476,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.600173177896068,1
45118,"Morera","31/08/2011 15:47","Alto (> 8 mts)",128,"Grande",-68.8257733458,-32.8707577259,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.285763425054029,0
45121,"Prunas","31/08/2011 13:07","Bajo (2 - 4 mts)",120,"Grande",-68.8257879117,-32.8709587338,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.792030678363517,1
45144,"Fresno europeo","01/09/2011 11:44","Medio (4 - 8 mts)",110,"Grande",-68.8244147587,-32.8704832443,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.883147465530783,1
45152,"Morera","01/09/2011 09:41","Medio (4 - 8 mts)",30,"Mediano",-68.82446709,-32.87103813,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.452124991919845,0
45165,"Fresno europeo","31/08/2011 14:08","Alto (> 8 mts)",179,"Grande",-68.8233256294,-32.871162551,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.625000483356416,1
45169,"Fresno europeo","31/08/2011 13:52","Medio (4 - 8 mts)",123,"Grande",-68.8232000603,-32.8709314787,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.166951870778576,0
45174,"Fresno europeo","31/08/2011 10:16","Alto (> 8 mts)",153,"Grande",-68.8231466517,-32.870525475,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.173215873772278,0
45178,"Fresno europeo","31/08/2011 10:10","Muy bajo (1 - 2 mts)",2,"Chico",-68.8231221837,-32.8703309306,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.451545034302399,0
45179,"Fresno europeo","31/08/2011 10:09","Alto (> 8 mts)",86,"Grande",-68.8231152133,-32.8702903815,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.931268223095685,1
45180,"Fresno europeo","30/09/2011 09:37","Medio (4 - 8 mts)",65,"Grande",-68.8221098408,-32.8723751381,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.384089077822864,0
45196,"Paraiso sombrilla","28/09/2011 10:58","Medio (4 - 8 mts)",134,"Grande",-68.8229162792,-32.8727319193,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.296652930555865,0
45200,"Fresno europeo","28/09/2011 10:41","Muy bajo (1 - 2 mts)",3,"Chico",-68.8232640607,-32.8726024077,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.459787109633908,0
45214,"Prunas","28/09/2011 10:10","Muy bajo (1 - 2 mts)",4,"Chico",-68.8224505028,-32.8722744818,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.706830823328346,1
45215,"Morera","28/09/2011 10:08","Alto (> 8 mts)",190,"Grande",-68.8223853042,-32.8722739384,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.236328704049811,0
45218,"Olmo bola","28/09/2011 10:02","Medio (4 - 8 mts)",70,"Grande",-68.8222197069,-32.8722792044,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.78490134794265,1
45219,"Olmo bola","28/09/2011 10:01","Medio (4 - 8 mts)",74,"Grande",-68.8221707514,-32.8722789076,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.730197845259681,1
45227,"Fresno europeo","30/09/2011 10:44","Medio (4 - 8 mts)",115,"Grande",-68.8222155666,-32.8732765609,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.171777361305431,0
45232,"Morera","29/09/2011 14:17","Alto (> 8 mts)",130,"Grande",-68.8227111041,-32.8734067474,4,"Cuarta Este Área Fundacional",1822015.85685,1,0.82124635647051,1
45236,"Fresno europeo","29/09/2011 14:09","Alto (> 8 mts)",125,"Grande",-68.8230716584,-32.8733881204,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.428527293726802,0
45242,"Paraiso","29/09/2011 11:34","Alto (> 8 mts)",120,"Grande",-68.8233240724,-32.8732120418,4,"Cuarta Este Área Fundacional",1822015.85685,1,0.799179329769686,1
45256,"Fresno europeo","29/09/2011 11:11","Alto (> 8 mts)",118,"Grande",-68.8227247972,-32.8728387206,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.682342421729118,1
45260,"Morera","29/09/2011 11:03","Alto (> 8 mts)",118,"Grande",-68.8224814234,-32.8728439452,4,"Cuarta Este Área Fundacional",1822015.85685,1,0.00207260274328291,0
45265,"Fresno europeo","16/09/2011 10:30","Alto (> 8 mts)",165,"Grande",-68.8233367153,-32.8712820366,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.471849445486441,0
45266,"Fresno europeo","16/09/2011 10:28","Alto (> 8 mts)",125,"Grande",-68.8234287417,-32.8712807302,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.782974806847051,1
45280,"Fresno europeo","16/09/2011 10:00","Alto (> 8 mts)",175,"Grande",-68.8244270998,-32.8712693584,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.688820460345596,1
45284,"Morera","16/09/2011 09:49","Medio (4 - 8 mts)",90,"Grande",-68.8245218388,-32.8714510023,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.535321200499311,1
45285,"Fresno europeo","16/09/2011 09:47","Alto (> 8 mts)",135,"Grande",-68.8245270965,-32.8714940204,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.822225844021887,1
45301,"Morera","09/09/2011 13:04","Alto (> 8 mts)",180,"Grande",-68.8237361977,-32.8721406637,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.0954777302686125,0
45318,"Ailanthus","09/09/2011 12:35","Alto (> 8 mts)",175,"Grande",-68.8232611969,-32.8713530168,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.867696207715198,1
45326,"Morera","16/09/2011 12:02","Medio (4 - 8 mts)",180,"Grande",-68.8240410675,-32.872237254,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.415711246430874,0
45331,"Fresno europeo","16/09/2011 11:51","Alto (> 8 mts)",210,"Grande",-68.8246044834,-32.872348574,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.775080789113417,1
45334,"Morera","16/09/2011 11:49","Medio (4 - 8 mts)",70,"Grande",-68.8246223245,-32.8725129778,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.664610740030184,1
45360,"Jacarand","16/09/2011 08:41","Medio (4 - 8 mts)",120,"Grande",-68.8235594687,-32.8733685041,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.270308985142037,0
45374,"Paraiso","15/09/2011 16:50","Alto (> 8 mts)",110,"Grande",-68.8234020947,-32.8725040475,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.690457536606118,1
45379,"Morera","16/09/2011 14:26","Alto (> 8 mts)",172,"Grande",-68.8256638877,-32.8720906376,4,"Cuarta Este Área Fundacional",1822015.85685,1,0.563287848141044,1
45387,"Paraiso","16/09/2011 12:38","Medio (4 - 8 mts)",120,"Grande",-68.8247150482,-32.8720140329,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.0146569421049207,0
45389,"Paraiso","16/09/2011 09:22","Alto (> 8 mts)",300,"Grande",-68.8246931444,-32.8718187729,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.568635911215097,1
45402,"Morera","15/09/2011 16:15","Alto (> 8 mts)",142,"Grande",-68.8258373878,-32.8713389568,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.937968405662104,1
45403,"Morera","15/09/2011 16:10","Alto (> 8 mts)",132,"Grande",-68.8258445964,-32.8714775572,4,"Cuarta Este Área Fundacional",1822015.85685,1,0.210504430346191,0
45406,"Morera","15/09/2011 16:06","Alto (> 8 mts)",145,"Grande",-68.8258631328,-32.871681456,4,"Cuarta Este Área Fundacional",1822015.85685,1,0.619858692400157,1
45408,"Morera","15/09/2011 15:06","Alto (> 8 mts)",190,"Grande",-68.8258842607,-32.8719579447,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.734587740153074,1
45409,"Morera","15/09/2011 15:00","Alto (> 8 mts)",110,"Grande",-68.8258891093,-32.8719963636,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.85888093826361,1
45412,"Morera","09/09/2011 16:06","Medio (4 - 8 mts)",170,"Grande",-68.8250236153,-32.8722131179,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.779803380137309,1
45413,"Ligustro","09/09/2011 16:04","Medio (4 - 8 mts)",50,"Mediano",-68.8250738659,-32.8722134019,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.141600190429017,0
45423,"Morera","09/09/2011 15:46","Medio (4 - 8 mts)",210,"Grande",-68.8259315593,-32.8723593545,4,"Cuarta Este Área Fundacional",1822015.85685,1,0.346205205656588,0
45433,"Morera","09/09/2011 09:21","Medio (4 - 8 mts)",270,"Grande",-68.8258396622,-32.873241706,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.0349781790282577,0
45437,"Morera","09/09/2011 09:13","Alto (> 8 mts)",260,"Grande",-68.8253260517,-32.8732752624,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.0736160145606846,0
